#ItemId    IconId  RawIconKey  Name
10337	5901	26043	Soul of the Carpenter
10338	5902	26044	Soul of the Blacksmith
10339	5903	26045	Soul of the Armorer
10340	5904	26046	Soul of the Goldsmith
10341	5905	26047	Soul of the Leatherworker
10342	5906	26048	Soul of the Weaver
10343	5907	26049	Soul of the Alchemist
10344	5908	26050	Soul of the Culinarian
10345	5909	51225	MGS Interior Wall
10346	5910	51226	Stained Crystal Interior Wall
10347	5911	51023	MGS Flooring
10348	5912	51024	Monochrome MGS Flooring
10349	5913	51120	Magnificent Mogdelier
10350	5914	51121	Hive Ceiling Fan
10351	5915	51122	Deep Hive Ceiling Fan
10361	5916	50801	Small Merchant's Wall
10362	5917	50802	Medium Merchant's Wall
10363	5918	50803	Large Merchant's Wall
10364	5919	50804	Small Eatery Wall
10365	5920	50805	Medium Eatery Wall
10366	5921	50806	Large Eatery Wall
10367	5922	50807	Small Outfitter's Wall
10368	5923	50808	Medium Outfitter's Wall
10369	5924	50809	Large Outfitter's Wall
10370	5925	50810	Small Arms Supplier's Wall
10371	5926	50811	Medium Arms Supplier's Wall
10372	5927	50812	Large Arms Supplier's Wall
10387	5928	40743	Thavnairian Turban
10388	5929	42440	Thavnairian Bolero
10389	5930	44332	Thavnairian Gloves
10390	5931	45596	Thavnairian Sarouel
10391	5932	46475	Thavnairian Babouches
10392	5933	41118	Thavnairian Headdress
10393	5934	42441	Thavnairian Bustier
10394	5935	44838	Thavnairian Armlets
10395	5936	45597	Thavnairian Tights
10396	5937	46044	Thavnairian Sandals
10397	5938	40744	Spotted Fedora
10398	5939	42442	Spotted Spencer
10399	5940	41119	Ultima Horn
10400	5941	34203	Steel Claymore
10401	5942	34253	Steel Zweihander
10402	5943	34208	Mythril Claymore
10403	5944	34255	Mythril Zweihander
10404	5945	34204	Cobalt Claymore
10405	5946	34257	Cobalt Zweihander
10406	5947	34234	Giantsgall Guillotine
10407	5948	34261	Subduer
10408	5949	34213	Inferno Faussar
10409	5950	34214	Pain of the Vortex
10410	5951	34233	Tremor Guillotine
10411	5952	34215	Monstrous Moggle Mogsword
10412	5953	34224	Wootz Fausse
10413	5954	34206	Darklight Greatsword
10415	5955	34226	Warwolf Greatsword
10417	5956	34245	Lynxfang Faussar
10418	5957	34246	Lynxliege Faussar
10419	5958	34250	Serpent Private's Zweihander
10422	5959	34201	Gridanian Claymore
10425	5960	34202	Gridanian Estramacon
10428	5961	34212	Serpent Sergeant's Claymore
10431	5962	34228	Serpent Lieutenant's Claymore
10432	5963	34227	Storm Lieutenant's Claymore
10433	5964	34229	Flame Lieutenant's Claymore
10434	5965	34231	Serpent Elite's Greatsword
10435	5966	34230	Storm Elite's Falx
10436	5967	34232	Flame Elite's Guillotine
10437	5968	34207	Platoon Sword
10438	5969	34225	Lockheart
10439	5970	34251	Balisarde
10440	5971	34254	Aetherial Steel Zweihander
10441	5972	34209	Aetherial Mythril Claymore
10442	5973	34256	Aetherial Mythril Zweihander
10443	5974	34205	Aetherial Cobalt Claymore
10448	5975	34216	Wave Fausse
10450	5976	34217	Thunderclap
10451	5977	34218	True Ice Breaker
10453	5978	34235	Balmung
10454	5979	34219	Allagan Guillotine
10455	5980	34220	High Allagan Guillotine
10456	5981	34221	Dreadwyrm Claymore
10458	5982	34222	Weathered Arondight
10460	5983	34260	Ironworks Magitek Claymore
10462	5984	34607	Steel-barreled Carbine
10463	5985	34644	Steel-barreled Musketoon
10464	5986	34610	Mythril-barreled Carbine
10465	5987	34646	Mythril-barreled Musketoon
10466	5988	34608	Cobalt-barreled Carbine
10467	5989	34648	Cobalt-barreled Musketoon
10468	5990	34634	Giantsgall Knifelock
10469	5991	34653	Darksteel-barreled Blunderbuss
10470	5992	34623	Inferno Musketoon
10471	5993	34643	Abandon of the Vortex
10472	5994	34657	Menacing Moggle Mog Gun
10473	5995	34633	Tremor Culverin
10474	5996	34629	Wootz Revolver
10475	5997	34618	Darklight Arquebus
10477	5998	34620	Warwolf Knifelock
10479	5999	34660	Parrotbeak Revolver
10480	6000	34661	Parrotliege Musketoon
10481	6001	34612	Serpent Private's Musketoon
10484	6002	34650	Gridanian Musketoon
10487	6003	34613	Gridanian Carbine
10490	6004	34651	Serpent Sergeant's Musketoon
10493	6005	34602	Serpent Lieutenant's Musketoon
10494	6006	34601	Storm Lieutenant's Musketoon
10495	6007	34603	Flame Lieutenant's Handgonne
10496	6008	34605	Serpent Elite's Musketoon
10497	6009	34604	Storm Elite's Musketoon
10498	6010	34606	Flame Elite's Handgonne
10499	6011	34614	Hellfire
10500	6012	34619	Blue Steel
10501	6013	34652	Bloody Murder
10502	6014	34645	Aetherial Steel-barreled Musketoon
10503	6015	34611	Aetherial Mythril-barreled Carbine
10504	6016	34647	Aetherial Mythril-barreled Musketoon
10505	6017	34609	Aetherial Cobalt-barreled Carbine
10510	6018	34632	Wave Musketoon
10512	6019	34631	Thundershower
10513	6020	34630	True Ice Musketoon
10515	6021	34628	Peacemaker
10516	6022	34626	Allagan Pistol
10517	6023	34627	High Allagan Pistol
10518	6024	34659	Dreadwyrm Handgonne
10520	6025	34621	Weathered Quicksilver
10522	6026	34655	Ironworks Magitek Repeater
10524	6027	34808	Star Globe
10525	6028	34828	Silver Star Globe
10526	6029	34811	Mythril Star Globe
10527	6030	34830	Mythril Planisphere
10528	6031	34809	Electrum Star Globe
10529	6032	34832	Cobalt Planisphere
10530	6033	34804	Giantsgall Star Globe
10531	6034	34859	The Evening Star
10532	6035	34819	Inferno Star Globe
10533	6036	34848	Lift of the Vortex
10534	6037	34803	Tremor Star Globe
10535	6038	34844	Moonlit Moggle Moglobe
10536	6039	34802	Platinum Planisphere
10537	6040	34837	Darklight Planisphere
10539	6041	34862	Warwolf Planisphere
10541	6042	34850	Owlsight Star Globe
10542	6043	34851	Owlliege Star Globe
10543	6044	34834	Serpent Private's Planisphere
10546	6045	34815	Gridanian Star Globe
10549	6046	34835	Gridanian Planisphere
10552	6047	34816	Serpent Sergeant's Star Globe
10555	6048	34839	Serpent Lieutenant's Planisphere
10556	6049	34838	Storm Lieutenant's Astrometer
10557	6050	34840	Flame Lieutenant's Star Globe
10558	6051	34842	Serpent Elite's Planisphere
10559	6052	34841	Storm Elite's Astrometer
10560	6053	34843	Flame Elite's Star Globe
10561	6054	34836	Altair
10562	6055	34801	Capella
10563	6056	34817	Vega
10564	6057	34829	Aetherial Silver Star Globe
10565	6058	34810	Aetherial Mythril Star Globe
10566	6059	34831	Aetherial Mythril Planisphere
10567	6060	34812	Aetherial Electrum Star Globe
10572	6061	34845	Wave Torquetum
10574	6062	34818	Thunderdome
10575	6063	34806	True Ice Astrometer
10577	6064	34823	Aldebaran
10578	6065	34821	Allagan Star Globe
10579	6066	34822	High Allagan Star Globe
10580	6067	34807	Dreadwyrm Torquetum
10582	6068	34820	Weathered Sirius
10584	6069	34858	Ironworks Magitek Orrery
10586	6070	30519	Mythrite Katzbalger
10587	6071	30534	Mythrite Flametongue
10588	6072	30518	Titanium Bastard Sword
10589	6073	30535	Titanium Longsword
10590	6074	30524	Adamantite Broadsword
10591	6075	30533	Adamantite Winglet
10592	6076	31084	Mythrite Patas
10593	6077	31087	Mythrite Jamadhars
10594	6078	31088	Titanium Jamadhars
10595	6079	31091	Titanium Knuckles
10596	6080	31089	Adamantite Jamadhars
10597	6081	31086	Adamantite Knuckles
10598	6082	31506	Mythrite War Axe
10599	6083	31489	Mythrite Labrys
10600	6084	31503	Titanium Axe
10601	6085	31504	Titanium Battleaxe
10602	6086	31493	Adamantite Bill
10603	6087	31505	Adamantite Headsman's Axe
10604	6088	31889	Mythrite Trident
10605	6089	31905	Mythrite Pugil Stick
10606	6090	31890	Titanium Lance
10607	6091	31906	Titanium Fork
10608	6092	31895	Adamantite Spear
10609	6093	31891	Adamantite Trident
10610	6094	32285	Cedar Longbow
10611	6095	32287	Holy Cedar Composite Bow
10612	6096	32300	Dark Chestnut Longbow
10613	6097	32301	Hallowed Chestnut Composite Bow
10614	6098	32288	Birch Longbow
10615	6099	32302	Birch Composite Bow
10616	6100	33877	Mythrite Pugiones
10617	6101	33879	Mythrite Stilettos
10618	6102	33878	Titanium Pugiones
10619	6103	33889	Titanium Kris
10620	6104	33872	Adamantite Knives
10621	6105	33873	Adamantite Main Gauches
10622	6106	34210	Mythrite Claymore
10623	6107	34259	Mythrite Zweihander
10624	6108	34211	Titanium Claymore
10625	6109	34262	Titanium Greatsword
10626	6110	34252	Adamantite Zweihander
10627	6111	34223	Adamantite Greatsword
10628	6112	34616	Mythrite-barreled Arquebus
10629	6113	34642	Mythrite-barreled Musketoon
10630	6114	34617	Titanium-barreled Arquebus
10631	6115	34654	Titanium-barreled Snaphance
10632	6116	34636	Adamantite Revolver
10633	6117	34622	Adamantite-barreled Culverin
10634	6118	32665	Cedar Crook
10635	6119	32680	Holy Cedar Wand
10636	6120	32682	Dark Chestnut Rod
10637	6121	32681	Hallowed Chestnut Wand
10638	6122	32666	Birch Signum
10639	6123	32667	Birch Rod
10640	6124	33033	Yeti Staff
10641	6125	33048	Obsidian Longpole
10642	6126	33034	Hardsilver Staff
10643	6127	33050	Hardsilver Pole
10644	6128	33049	Aurum Regis Longpole
10645	6129	33039	Aurum Regis Staff
10646	6130	33519	Archaeoskin Grimoire
10647	6131	33525	Wyvernskin Grimoire
10648	6132	33500	Dhalmelskin Grimoire
10649	6133	33517	Dragonskin Grimoire
10650	6134	33521	Book of Aurum Regis
10651	6135	33529	Noble Gold
10652	6136	33520	Archaeoskin Codex
10653	6137	33526	Wyvernskin Codex
10654	6138	33501	Dhalmelskin Codex
10655	6139	33518	Dragonskin Codex
10656	6140	33522	Noble's Picatrix
10657	6141	33530	Noble's Codex
10658	6142	34813	Mythrite Star Globe
10659	6143	34856	Mythrite Planisphere
10660	6144	34814	Hardsilver Star Globe
10661	6145	34860	Hardsilver Planisphere
10662	6146	34827	Aurum Regis Orrery
10663	6147	34855	Aurum Regis Planisphere
10664	6148	30113	Mythrite Scutum
10665	6149	30115	Mythrite Bladed Lantern Shield
10666	6150	30111	Titanium Kite Shield
10667	6151	30114	Titanium Hoplon
10668	6152	30112	Adamantite Scutum
10669	6153	30116	Adamantite Hoplon
10670	6154	40212	Mythrite Sallet of Fending
10671	6155	40214	Wyvernskin Mane of Fending
10672	6156	41252	Titanium Mask of Fending
10673	6157	40217	Titanium Helm of Fending
10674	6158	40218	Adamantite Helm of Fending
10675	6159	41124	Adamantite Circlet of Fending
10677	6160	42880	Mythrite Hauberk of Fending
10678	6161	43265	Holy Rainbow Shirt of Fending
10679	6162	42882	Titanium Mail of Fending
10680	6163	42884	Titanium Cuirass of Fending
10681	6164	42888	Titanium Armor of Fending
10682	6165	43278	Adamantite Lorica of Fending
10684	6166	44702	Mythrite Gauntlets of Fending
10685	6167	44704	Wyvernskin Gloves of Fending
10686	6168	44705	Titanium Gauntlets of Fending
10687	6169	44710	Titanium Vambraces of Fending
10688	6170	44714	Adamantite Gauntlets of Fending
10689	6171	44379	Heavy Adamantite Gauntlets of Fending
10691	6172	47212	Mythrite Tassets of Fending
10695	6173	47302	Adamantite Tassets of Fending
10698	6174	45640	Archaeoskin Breeches of Fending
10699	6175	45647	Holy Rainbow Sarouel of Fending
10700	6176	45654	Dhalmelskin Breeches of Fending
10701	6177	45661	Dragonskin Breeches of Fending
10702	6178	45668	Adamantite Chain Hose of Fending
10703	6179	45675	Chimerical Felt Breeches of Fending
10705	6180	47006	Mythrite Sabatons of Fending
10706	6181	47008	Wyvernskin Boots of Fending
10707	6182	47009	Titanium Sollerets of Fending
10708	6183	47011	Titanium Sabatons of Fending
10709	6184	47018	Adamantite Sabatons of Fending
10710	6185	47020	Adamantite Greaves of Fending
10712	6186	40213	Mythrite Sallet of Maiming
10713	6187	40215	Wyvernskin Pot Helm of Maiming
10714	6188	40216	Titanium Sallet of Maiming
10715	6189	41256	Titanium Mask of Maiming
10716	6190	40219	Adamantite Helm of Maiming
10717	6191	40220	Serpentskin Helm of Maiming
10719	6192	42881	Mythrite Hauberk of Maiming
10720	6193	43266	Holy Rainbow Shirt of Maiming
10721	6194	42883	Titanium Cuirass of Maiming
10722	6195	42885	Titanium Mail of Maiming
10723	6196	42889	Titanium Armor of Maiming
10724	6197	43279	Adamantite Mail of Maiming
10726	6198	44703	Mythrite Gauntlets of Maiming
10727	6199	44366	Wyvernskin Gloves of Maiming
10728	6200	44706	Titanium Mitt Gauntlets of Maiming
10729	6201	44711	Titanium Vambraces of Maiming
10730	6202	44715	Adamantite Gauntlets of Maiming
10731	6203	44719	Serpentskin Armguards of Maiming
10736	6204	47226	Dragonskin Belt of Maiming
10740	6205	45641	Archaeoskin Breeches of Maiming
10741	6206	45648	Holy Rainbow Sarouel of Maiming
10742	6207	45655	Dhalmelskin Breeches of Maiming
10743	6208	45662	Dragonskin Breeches of Maiming
10744	6209	45669	Adamantite Chain Hose of Maiming
10745	6210	45676	Serpentskin Hose of Maiming
10747	6211	47007	Mythrite Sabatons of Maiming
10748	6212	46515	Wyvernskin Boots of Maiming
10749	6213	47010	Titanium Sabatons of Maiming
10750	6214	47012	Titanium Sollerets of Maiming
10751	6215	47019	Adamantite Sabatons of Maiming
10752	6216	47021	Adamantite Leg Guards of Maiming
10754	6217	41123	Mythrite Circlet of Striking
10755	6218	41373	Wyvernskin Eyepatch of Striking
10756	6219	41253	Titanium Mask of Striking
10757	6220	41257	Titanium Headgear of Striking
10758	6221	41262	Chimerical Felt Cap of Striking
10759	6222	41265	Chimerical Felt Coif of Striking
10761	6223	42453	Rainbow Bolero of Striking
10762	6224	43267	Holy Rainbow Shirt of Striking
10763	6225	43272	Dhalmelskin Jacket of Striking
10764	6226	42886	Titanium Mail of Striking
10765	6227	43275	Chimerical Felt Cyclas of Striking
10766	6228	42458	Chimerical Felt Tabard of Striking
10768	6229	44361	Archaeoskin Gloves of Striking
10769	6230	44367	Wyvernskin Gloves of Striking
10770	6231	44707	Dhalmelskin Armguards of Striking
10771	6232	44712	Titanium Vambraces of Striking
10772	6233	44716	Serpentskin Armguards of Striking
10773	6234	44720	Serpentskin Bracers of Striking
10775	6235	47209	Archaeoskin Belt of Striking
10779	6236	47298	Serpentskin Ringbelt of Striking
10780	6237	47219	Serpentskin Hunting Belt of Striking
10782	6238	45642	Rainbow Culottes of Striking
10783	6239	45649	Holy Rainbow Sarouel of Striking
10784	6240	45656	Ramie Trousers of Striking
10785	6241	45663	Dragonskin Breeches of Striking
10786	6242	45670	Chimerical Felt Hose of Striking
10787	6243	45677	Serpentskin Brais of Striking
10789	6244	46510	Archaeoskin Boots of Striking
10790	6245	46516	Wyvernskin Boots of Striking
10791	6246	46521	Dhalmelskin Leggings of Striking
10792	6247	47013	Titanium Sabatons of Striking
10793	6248	46526	Serpentskin Boots of Striking
10794	6249	47022	Serpentskin Thighboots of Striking
10796	6250	40760	Rainbow Cap of Aiming
10797	6251	40763	Holy Rainbow Hat of Aiming
10798	6252	41255	Titanium Mask of Aiming
10799	6253	41259	Hallowed Chestnut Mask of Aiming
10800	6254	41264	Chimerical Felt Cap of Aiming
10801	6255	41267	Chimerical Felt Coif of Aiming
10803	6256	43587	Rainbow Robe of Aiming
10804	6257	43269	Holy Rainbow Shirt of Aiming
10805	6258	43274	Dhalmelskin Jacket of Aiming
10806	6259	42455	Hallowed Ramie Doublet of Aiming
10807	6260	43277	Chimerical Felt Cyclas of Aiming
10808	6261	42460	Chimerical Felt Tabard of Aiming
10810	6262	44363	Archaeoskin Gloves of Aiming
10811	6263	44369	Wyvernskin Cuffs of Aiming
10812	6264	44709	Dhalmelskin Armguards of Aiming
10813	6265	44374	Dragonskin Gloves of Aiming
10814	6266	44718	Serpentskin Armguards of Aiming
10815	6267	44722	Serpentskin Bracers of Aiming
10824	6268	45644	Rainbow Slops of Aiming
10825	6269	45651	Holy Rainbow Sarouel of Aiming
10826	6270	45658	Ramie Trousers of Aiming
10827	6271	45665	Hallowed Ramie Gaskins of Aiming
10828	6272	45672	Chimerical Felt Hose of Aiming
10829	6273	45679	Serpentskin Brais of Aiming
10831	6274	46512	Archaeoskin Shoes of Aiming
10832	6275	46518	Wyvernskin Boots of Aiming
10833	6276	46523	Dhalmelskin Leggings of Aiming
10834	6277	47015	Dragonskin Boots of Aiming
10835	6278	46528	Serpentskin Boots of Aiming
10836	6279	47024	Serpentskin Thighboots of Aiming
10838	6280	40419	Rainbow Coif of Scouting
10839	6281	40420	Holy Rainbow Scarf of Scouting
10840	6282	41254	Titanium Mask of Scouting
10841	6283	41258	Titanium Headgear of Scouting
10842	6284	41263	Chimerical Felt Cap of Scouting
10843	6285	41266	Chimerical Felt Coif of Scouting
10845	6286	42454	Rainbow Shirt of Scouting
10846	6287	43268	Holy Rainbow Shirt of Scouting
10847	6288	43273	Dhalmelskin Jacket of Scouting
10848	6289	42887	Titanium Mail of Scouting
10849	6290	43276	Dhalmelskin Cyclas of Scouting
10850	6291	42459	Dhalmelskin Tabard of Scouting
10852	6292	44362	Rainbow Halfgloves of Scouting
10853	6293	44368	Wyvernskin Cuffs of Scouting
10854	6294	44708	Dhalmelskin Armguards of Scouting
10855	6295	44713	Titanium Vambraces of Scouting
10856	6296	44717	Serpentskin Armguards of Scouting
10857	6297	44721	Serpentskin Bracers of Scouting
10866	6298	45643	Rainbow Sarouel of Scouting
10867	6299	45650	Holy Rainbow Sarouel of Scouting
10868	6300	45657	Ramie Trousers of Scouting
10869	6301	45664	Dragonskin Breeches of Scouting
10870	6302	45671	Chimerical Felt Hose of Scouting
10871	6303	45678	Serpentskin Brais of Scouting
10873	6304	46511	Archaeoskin Boots of Scouting
10874	6305	46517	Wyvernskin Boots of Scouting
10875	6306	46522	Dhalmelskin Leggings of Scouting
10876	6307	47014	Titanium Sabatons of Scouting
10877	6308	46527	Serpentskin Boots of Scouting
10878	6309	47023	Serpentskin Thighboots of Scouting
10880	6310	40761	Rainbow Cap of Healing
10881	6311	40764	Holy Rainbow Hat of Healing
10882	6312	41374	Hardsilver Monocle of Healing
10883	6313	41260	Hallowed Chestnut Mask of Healing
10884	6314	40765	Chimerical Felt Klobuk of Healing
10885	6315	41125	Aurum Regis Circlet of Healing
10887	6316	43588	Rainbow Robe of Healing
10888	6317	43270	Holy Rainbow Shirt of Healing
10889	6318	43590	Ramie Robe of Healing
10890	6319	42456	Hallowed Ramie Doublet of Healing
10891	6320	43592	Chimerical Felt Alb of Healing
10892	6321	42461	Chimerical Felt Robe of Healing
10894	6322	44364	Archaeoskin Gloves of Healing
10895	6323	44370	Wyvernskin Gloves of Healing
10896	6324	44372	Ramie Halfgloves of Healing
10897	6325	44375	Dragonskin Gloves of Healing
10898	6326	44377	Chimerical Felt Gloves of Healing
10899	6327	44380	Serpentskin Gloves of Healing
10903	6328	47214	Dhalmelskin Belt of Healing
10905	6329	47432	Chimerical Felt Corset of Healing
10908	6330	45645	Rainbow Slops of Healing
10909	6331	45652	Holy Rainbow Sarouel of Healing
10910	6332	45659	Ramie Tonban of Healing
10911	6333	45666	Hallowed Ramie Gaskins of Healing
10912	6334	45673	Chimerical Felt Chausses of Healing
10913	6335	45680	Chimerical Felt Breeches of Healing
10915	6336	46513	Archaeoskin Shoes of Healing
10916	6337	46519	Archaeoskin Boots of Healing
10917	6338	46524	Dhalmelskin Crakows of Healing
10918	6339	47016	Dragonskin Boots of Healing
10919	6340	46529	Serpentskin Thighboots of Healing
10920	6341	47025	Aurum Regis Sollerets of Healing
10922	6342	40762	Holy Rainbow Cap of Casting
10923	6343	41251	Wyvernskin Mask of Casting
10924	6344	41375	Hardsilver Magnifiers of Casting
10925	6345	41261	Hallowed Chestnut Mask of Casting
10926	6346	40766	Serpentskin Hat of Casting
10927	6347	40767	Chimerical Felt Hat of Casting
10929	6348	43589	Rainbow Robe of Casting
10930	6349	43271	Holy Rainbow Shirt of Casting
10931	6350	43591	Ramie Robe of Casting
10932	6351	42457	Hallowed Ramie Doublet of Casting
10933	6352	43593	Chimerical Felt Robe of Casting
10934	6353	43280	Chimerical Felt Coat of Casting
10936	6354	44365	Archaeoskin Gloves of Casting
10937	6355	44371	Wyvernskin Gloves of Casting
10938	6356	44373	Ramie Halfgloves of Casting
10939	6357	44376	Dragonskin Gloves of Casting
10940	6358	44378	Serpentskin Dress Gloves of Casting
10941	6359	44381	Serpentskin Gloves of Casting
10950	6360	45646	Rainbow Slops of Casting
10951	6361	45653	Holy Rainbow Sarouel of Casting
10952	6362	45660	Ramie Tonban of Casting
10953	6363	45667	Hallowed Ramie Gaskins of Casting
10954	6364	45674	Chimerical Felt Breeches of Casting
10955	6365	45681	Serpentskin Tights of Casting
10957	6366	46514	Archaeoskin Shoes of Casting
10958	6367	46520	Wyvernskin Boots of Casting
10959	6368	46525	Dhalmelskin Crakows of Casting
10960	6369	47017	Dragonskin Boots of Casting
10961	6370	46530	Serpentskin Thighboots of Casting
10962	6371	46531	Serpentskin Bootlets of Casting
10964	6372	48418	Rainbow Ribbon of Fending
10965	6373	48426	Mythrite Necklace of Fending
10966	6374	48419	Ramie Ribbon of Fending
10967	6375	48428	Opal Choker of Fending
10968	6376	48425	Aurum Regis Necklace of Fending
10969	6377	48427	Citrine Choker of Fending
10970	6378	48923	Mythrite Bangle of Fending
10971	6379	48931	Mythrite Bracelet of Fending
10972	6380	48924	Hardsilver Bangle of Fending
10973	6381	48932	Opal Bracelet of Fending
10974	6382	48930	Aurum Regis Bracelet of Fending
10975	6383	48933	Chrysolite Bracelet of Fending
10976	6384	48626	Mythrite Earrings of Fending
10977	6385	48637	Mythrite Earblades of Fending
10978	6386	48627	Hardsilver Earrings of Fending
10979	6387	48638	Opal Earrings of Fending
10980	6388	48636	Aurum Regis Earrings of Fending
10981	6389	48639	Chrysolite Earrings of Fending
10982	6390	48173	Agate Ring of Fending
10983	6391	48181	Yeti Fang Ring of Fending
10984	6392	48174	Mormorion Ring of Fending
10985	6393	48182	Opal Ring of Fending
10986	6394	48180	Griffin Talon Ring of Fending
10987	6395	48183	Chrysolite Ring of Fending
11084	6396	30522	Martial Sword
11085	6397	31092	Martial Patas
11086	6398	31491	Martial Axe
11087	6399	31893	Martial Halberd
11088	6400	32290	Martial Bow
11089	6401	33874	Martial Main Gauches
11090	6402	34236	Martial Greatsword
11091	6403	34624	Martial Musketoon
11092	6404	32669	Martial Crook
11093	6405	33037	Martial Rod
11094	6406	33532	Martial Grimoire
11095	6407	33533	Martial Codex
11096	6408	34846	Martial Planisphere
11097	6409	30118	Martial Shield
11098	6410	40199	Ishgardian Knight's Helm
11099	6411	40200	Ishgardian Banneret's Helm
11100	6412	41245	Ishgardian Monastic's Cap
11101	6413	41247	Ishgardian Bowman's Cap
11102	6414	41246	Ishgardian Outrider's Cap
11103	6415	40745	Ishgardian Chaplain's Klobuk
11104	6416	40746	Ishgardian Historian's Hat
11105	6417	42877	Ishgardian Knight's Armor
11106	6418	42878	Ishgardian Banneret's Armor
11107	6419	43244	Ishgardian Monastic's Cyclas
11108	6420	43246	Ishgardian Bowman's Cyclas
11109	6421	43245	Ishgardian Outrider's Cyclas
11110	6422	43579	Ishgardian Chaplain's Alb
11111	6423	43580	Ishgardian Historian's Robe
11112	6424	44688	Ishgardian Knight's Gauntlets
11113	6425	44689	Ishgardian Banneret's Gauntlets
11114	6426	44690	Ishgardian Monastic's Armguards
11115	6427	44692	Ishgardian Bowman's Armguards
11116	6428	44691	Ishgardian Outrider's Armguards
11117	6429	44333	Ishgardian Chaplain's Gloves
11118	6430	44334	Ishgardian Historian's Gloves
11119	6431	47303	Ishgardian Knight's Tassets
11121	6432	47299	Ishgardian Monastic's Ringbelt
11124	6433	47433	Ishgardian Chaplain's Corset
11126	6434	45598	Ishgardian Knight's Trousers
11127	6435	45599	Ishgardian Banneret's Trousers
11128	6436	45600	Ishgardian Monastic's Hose
11129	6437	45602	Ishgardian Bowman's Hose
11130	6438	45601	Ishgardian Outrider's Hose
11131	6439	45603	Ishgardian Chaplain's Breeches
11132	6440	45604	Ishgardian Historian's Breeches
11133	6441	46998	Ishgardian Knight's Sabatons
11134	6442	46999	Ishgardian Banneret's Sabatons
11135	6443	46476	Ishgardian Monastic's Boots
11136	6444	46478	Ishgardian Bowman's Boots
11137	6445	46477	Ishgardian Outrider's Boots
11138	6446	46479	Ishgardian Chaplain's Thighboots
11139	6447	46480	Ishgardian Historian's Thighboots
11140	6448	30521	Dissector
11141	6449	31085	Destroyers
11142	6450	31497	Foolkiller
11143	6451	31899	Ox Tongue
11144	6452	32286	Expunger
11145	6453	33883	Renegades
11146	6454	34241	Skofnung
11147	6455	34615	Coffinmaker
11148	6456	32674	Prester
11149	6457	33035	Grandeur
11150	6458	33523	The Red Pullet
11151	6459	33524	The Black Pullet
11152	6460	34852	Metamorphosis
11153	6461	30123	Woad Skyraider's Shield
